source,reference,hypothesis
කියන්න මේ ෙවලාවත් ෙනමයි තැනත් ෙනමයි,This is not the right place or time for it.,Tell me this isn't the time or place.
- සමහරවිට... ඔයාට ඕන තරමින් බාගයක්.,- Maybe... half of what you need.,- Maybe... half as much as you want.
"කතා කරන්න අනේ,","Come in, please.","Talk, please."
ගිහින් ගේන්න ඔහුගේ කාර් එක .,Go get his car.,Go get his car.
- ඌහ් හරි කමක් නැහැ.,- Ooh alright.,"- Oh, it's okay."
මට ඒකට උත්තර දෙන්න බැහැ.,- I can't answer that.,I can't answer that.
"ඒක ඒ දෙන්න අතරේ තිබුන ගැටළුවක් නෙමෙයි ජොශ්,","It wasn't the case of him or her josh,","It wasn't a problem between them, Josh."
මේ ඔයාගේ අම්මා.,That's right.,This is your mother.
"මිනිහා එයාලව ප්‍රවාහනය කරන්න මේක පාවිච්චි කළා නම්,","Well, if he was just usin' this thing to transport 'em,","If he used this to transport them,"
डाइर डावा,Dire Dawa,Dier left
"සඟවන්න එපා එය. මා එපා නම්, එයින් පැවසෙන්නේ ආදරයකි.","Dont hide Hey lfthere is hate,there is love","If I don't, it means love."
අපි ඉක්මනින්ම පර්සේල්ලගේ ගෙදර යන්න ඕනේ..,We need to go back to the Purcell home immediately.,We need to get to Purcell's house soon.
"මම දන්නවා මේක වෙන්න ඕන, හන්, වඳුරා.","I know it's a lot going on, Hun, monkey.","I know this has to happen, Han, monkey."
එළදෙන කිරිවගේ සුදක් මට නම් පේන්නේ නෑ,Wait a minute.,I don't see cow's milk.
ඉතින් යකාටම ජය වේවා සුබ සන්ධ්‍යාවක් වේවා,"So, hail Satan... and have a lovely afternoon, madam.",So good luck to you. Good evening.
"-නෑ ක්ලාක්, මම අරගන්නේ නෑ ∙","- No, Clark, I'm not.","- No, Clark, I'm not taking it."
ඒක ගැන මේ ගොනුවෙ සඳහනක් නෑ.,That's not in the file.,There's no mention of that in this file.
– විනාඩියක් ඉන්න!,"– Wait wait, wait a minute!",Wait a minute!
"तपाईँले अन्त्यमा खेलेको खेल नहुने एस्लेरिओटको अन्तिम संस्करण चलाउँदा प्राय सधैँ यस्तो हुन्छ । साटोमा पूर्वनिर्धारित खेल, क्लोनडाइक, सुरु हुँदैछ ।","This usually occurs when you run an older version of Aisleriot which does not have the game you last played. The default game, Klondike, is being started instead.","This is almost always the case when you run the final version of the game you haven't played at the end. Instead, the default game, Klondike, is starting."
"හරි, මේ බලන්න...","All right, look...","Okay, look..."
බෝම්බේ තියලා තියෙන්නේ නහය යට,A bomb was placed right under nose!,The bomb's under the nose.
"-මගේ දෙයියනේ, මේ මොකක්ද?","My god, what is this?","- Oh, my God, what is this?"
මගේ සීයගේ පරන ගබඩාවට ඒක ඔවුන් විවුර්ත කලොත් පොප් අයින්වෙයි .,"My grandparents' old store, the one they opened when Pop retired.","If they put it in my grandfather's old warehouse, Pop will be gone."
විනාඩි නවයක නියමිත කාල සීමාවක්,Deadline ends in 9 minutes!,A deadline of nine minutes.
- ඔයාලගේ NOD (රාත්‍රී පෙනෙන උපකරණ) දාගන්න.,- Get on your nods.,- Put your NODs on.
මම රජු උත්සාහ යා යුතු ය.,I shall go seek the King.,I must try the king.
වැ‍රැද්ද මගේ.,It was mine.,It's my fault.
# राख्नु पर्ने पुरानो जगेडा,# of old backups to _keep,# Old backup to keep
අපි යන්න ඕනෙ.,We should leave.,We have to go.
මං මේක එළිදරව් කරන්න ආවේ.,I'm from the apocalypse.,I'm here to reveal this.
මේක මහ පිස්සුවක් නේද,"It's pretty crazy, huh?",This is crazy.
මොකද වුනේ?,What's Wrong?,What happened?
ඔයාලගෙ අශ්වයා මහෙෙ තියාගන්න,hold your horses. Be right there.,Keep your horse here.
"අයියා, අයියා.",Brother. Brother.,"Brother, brother."
"මේ තියෙන්නෙ, මෙතන කරන්න.","There you go. Those are Fred's, go crazy.","Here it is, do it here."
හොයාගන්න පුලුවන් උනාද?,Did you find one?,Did you find it?
අපි ඔය තුවක්කු හදමු.,Let's get those guns built.,Let's make those guns.
"ඔව්, එයා කිව්වා.","Yeah, he did.","Yes, he did."
आयात गरिएका गोप्य कुञ्जी:,Smart card certificates successfully learned.,Imported secret key:
"ඒ‍යි, කොහෙද ඔය යන්නෙ?",Hey! Where are you going?,"Hey, where are you going?"
"ඉතින් එයාට අවු: 11 දී. තාත්තා පටන්ගත්තා, තියන්න මේ සුනඛ ගැටුම්.","So when he was 11, dad started hosting these dogfights.","So when he was 11, Dad started the dogfight."
"මම එහෙම කලත්, ඇත්තටම මම කොහාටද එයාලා එක්කගෙන යන්නේ?","And even if I did, where exactly would I evacuate them to?","Even if I do, where am I really taking them?"
चरण साइज:,Step size:,Step Size:
प्रोफाइल डेटा प्रदर्शन स्वचालित रूपमा ताजा पार्नुहोस्,Automatically scan project's packages,Automatically refresh profile data display
"මං හිතුවේ නෑ ඇය පෙන්නාවි කියලා, අනුන්ට කරදරයක්",I didn't think she posed a risk to others.,I didn't think she'd show any trouble.
"सफ्टवेयरले URL '% 1' मा तपाईँको स्वतन्त्र/ व्यस्त सूची अनलोड गर्न सकेन । तपाईँको पहुँच अधिकारमा समस्या आएको, वा तपाईँले गलत URL निर्दिष्ट गर्नुभएको छ । प्रणालिले:% 2 सङ्केत गर्दछ । कृपया URL जाँच गर्नुहोस् वा तपाईको प्रणाली प्रशाषकलाई सम्पर्क गर्नुहोस् ।","The software could not upload your free/ busy list to the URL '%1 '. There might be a problem with the access rights, or you specified an incorrect URL. The system said: %2. Please check the URL or contact your system administrator.","The software could not unload your free/ busy list at URL '%1'. You have a problem with your access rights, or you have specified a wrong URL. The system indicates: %2. Please check the URL or contact your system administrator."
මම දෙපිරිසක් ගැන මගේ ජිවියේදි හිතන් නැහැ එකක් ක්‍රිකටස්ලා,I can never think about two kind of guys in my life.,I don't think about two things in my life. One is cricket.
මම ගොඩක් අයට මගේ අංකය දෙනවා.,I give out my number a lot.,I give my number to most people.
