source,reference,hypothesis
නිළදාරියෙක්ගේ අඳුමෙන් අල්ලපු එක ගැහුවා වගේ ?,Touching an officers uniform is considered an assault?,Ca şi cum ai fi prins-o de o poliţistă ?
හා හා හා!,Ha ha ha!,"Да, да, да!"
"- මමත් ඔයාට ආදරෙයි, බබා.","- I love you, baby.",- Ben de seni seviyorum bebeğim.
අදින් අෙප් ගිවිසුම ඉවරයි ෙහට අපි ආපහු යනවා.,Our contract ends with today. We are leaving tomorrow.,Από σήμερα η συμφωνία τελείωσε και θα γυρίσουμε πίσω.
ඔයාව මිනිමරන්න පෙලඹුවේ ටෙම්ප්ලර් වරුන්.,It was the Templars that made you kill.,Templarii te-au determinat să te omoare.
බලන්න ලේ කැටි ගැහිලා තියෙන හැටි ඒ වගේම කේෂ නාලිකා... බුබුලු නැගිලා පිච්චිලා ගිහින්.,See how the blood is coagulated and the capillaries... have bubbles burnt into them.,Mira cómo la sangre se ha caído y el canal de caja... las burbujas han subido y se han quemado.
प्रयोगकर्ताका रूपमा जडान गर्नुहोस्:,Connect as u_ser:,एक उपयोगकर्ता के रूप में कनेक्ट करेंः
අර ඉස්සරහින් ඉන්න කෙනා නායකයා වෙන්න ඇති දැන් උන්ට නායකයොත් ඉන්නවා.,That one out front looks like the leader. Now they got leadership.,Αυτός που είναι μπροστά πρέπει να είναι ο αρχηγός τώρα έχουν αρχηγούς.
ඇය ඇහුන්කම් දෙන්නේ නැහැ.,She won't listen.,Ea nu ascultă.
"""ලොව ඇති සෑම බිඳුණු හදවතක්ම තවමත් සලිත වෙයි.","""All the broken hearts in the world still beat.","""Todos los corazones rotos del mundo siguen siendo marcados."
केस असम्वेदना मिल्दो,Case insensitive,केस असम्वेदना मिल्दो
ඔවුන් ඩන් ව ඝාතනය කලා ෂෝල්ට්ස්ට සමීප නිසා.,And they killed Dunn because she was close to Schultz.,Au ucis-o din cauza apropierii de Schultz.
बदलिरहेको (वा अक्षम पारिरहेको) प्रसंग मेनु अनुमति दिनुहोस्,Allo_w context menu replacing (or disabling),बदल रहा (या अक्षम पार रहा) प्रसंग मेनू अनुमति दें
අපි ඇඳගත්තම මං ඔයාලව එක්කගෙන යන්නම්.,Let's get suited up and I'll walk you guys through it.,"Až se oblečeme, vezmu vás s sebou."
- උඹ විහිලු කරනවද!,- You're kidding!,- Dalga mı geçiyorsun?
"මම හිතන්නේ ඔක්කොම කළේ එයා, මම හිතන්නේ ඒ සේරම කළේ එතකොට මගේ තාත්තා මකරුන්ව පන්නලා දාන නිසා.","I think he did all of it, and I think he did it so my Dad would get rid of all the dragons.","Myslím, že to všechno udělal on, myslím, že to všechno udělal proto, že můj táta vyhnal dračí."
ඔයා උත්තර දෙනවා .ඔයා,You answer.,Θα μου απαντήσεις .
මොනාද ඔබ කියන්නෙ?,What are you talking about?,Ne diyorsun sen?
ඔබ 10වැනි පන්තියනේ අසමත් වුනත්.,Though you failed in 10th class..,Chiar dacă ai eşuat în clasa a 10-a.
- කෙහේ ඉදලද ආවේ,- Where are you from?,- Nereden geldin?
- ඊලඟ එක ඔයා බලනවද?,- You got next watch?,- Următoarea vezi?
වෙන කරන්න දෙයක් නෑ,There is no way.,No hay nada más que hacer.
"මේ IT කාරයින්ටයි , පොලිස් කාරයොන්ටයි හර්තාල් නැති එකනේ පුදුමේ",I wonder why IT professionals and cops are not affected by the strike,"Είναι εκπληκτικό που αυτοί οι πληροφοριοδότες , οι αστυνομικοί , δεν έχουν ταλέντα ."
ඔබ ඔවුන් මැරුවද?,Did you kill them?,Τους σκότωσες;
පසුගිය වසර 50 ඇතුළත නව යමහල් දූපත් දහයක් නිර්මාණය වුනා,"In the last 50 years, ten new volcanic islands have been formed.",En los últimos 50 años se han creado diez nuevas islas de hierba.
"තාත්තෙ, දුවන්න!","Dad, run!","Μπαμπά, τρέξε!"
स्थापना हुनुपर्ने प्याकेजहरू यी प्याकेजहरू तपाईँको कम्प्युटरमा स्थापना गर्नको लागि म्यानुल्ली चयन भएका छन् ।,Packages to be installed These packages have been manually selected for installation on your computer.,स्थापित किए जाने वाले पैकेज इन पैकेजों को आपके कंप्यूटर पर स्थापित करने के लिए मैन्युअल रूप से चयनित किया गया है।
-සමහරවෙලාවට ප්‍රතිහත ධෛර්ර්ය සුභයි∙,- Sometimes persistence is a good thing.,- Czasami odwrotny odwaga jest dobry.
අපිට කතා කරන්න පුලුවන්ද LARX ගැන?,Can we talk about LARX?,Putem vorbi despre LARX?
तपाईँले सीडी वा डीभीडी बर्न गर्नलाई फाइल तान्न सकिने फोल्डर खोल्नुहोस्,Open a folder into which you can drag files to burn to a CD or DVD,अपनी सीडी या डीवीडी जलाने के लिए फ़ाइल खींचने योग्य फ़ोल्डर खोलें
අපි ලුහුබදින්නද?,Should we pursue?,Să-l urmărim?
"ඔහ්, මම ඔයාව දැක්ක.","Oh, I saw you.",Te-am văzut.
- පස්සෙ හම්බෙමු.,- See you.,- Sonra görüşürüz.
सम्बन्ध परिमार्जन गर्नुहोस्,Modify Relation,रिश्ता परिमार्जन करें
තහවුරු කරගන්න වැඩ කරනවා.,is working on a fix.,Βεβαιωθείτε ότι δουλεύει.
අද මගේ සන්සිලික් වල පලවෙනි දවස!,Today's my first day at Sunsilk!,¡Hoy es el primer día de mi conciliación!
මේක කෙළවරක්.,It's a dead end.,Bu bir kaç kere.
හිටපංකො බං!,"Wait, man!","Σταμάτα, φίλε!"
මට ඔයාව පේනවා...,I see you.,Vidím tě...
ඔයා කෙසෙල් කොළ ගාගා කෑ ගහගෙන ඉන්නේ එතකොට මැද්දෙන් එය අය මෝඩයෝ තමයි අරගන්නේ,You shout out that you won't Do you want some one to make you happy,Estás gritando por las papas y en medio de eso los idiotas son los que se lo llevan.
"- විරුද්ධ පාක්ෂිකයන් බලන්න, නේ?","- Off to see the hostiles, are you?","- Vezi opoziţia, nu?"
එයා කියනවා දැන් යන්න වෙලාවලු. හැම දෙයක්ම හරි යයි.,He says it's time to let go.,Dice que es hora de irse. Todo va a estar bien.
"2, මගෙන් කිසිම දෙයක් අහන්න බෑ සහ ඔයාගෙන් අහන හැම දේකටම උත්තර ඕන.","You will ask nothing of me, and you will answer any question that I ask you.","Δεύτερον, δεν μπορώ να σε ρωτήσω τίποτα και θέλω απαντήσεις σε όλα όσα σε ρωτάω."
ඔව්. නියෝජ්‍ය Hanson ඔයා කව්ව සාක්ෂි එක්ක බලද්දී...,"Yes. Deputy Hanson testified that you told him that only you were allowed to drive that car,","Αντιπρόεδρε Χάνσον, όταν κοιτάζεις τα στοιχεία..."
