src,tgt,lang,source,src_tokens,tgt_tokens,len_ratio
"ඔබට හමුවන විදිහට බහු විචල්‍ය අවකලනයේදී, නිතරම... දෙන ප්‍රශ්ණයකට විසදුම් ගණනාවක් තියෙනවා.","As you will find in multivariable calculus, there is often a number of solutions for any given problem.",si,opus_ne_si_en_train.csv,12,18,0.6666666666666666
%s संलग्न फाइल,has attachments,ne,opus_ne_si_en_train.csv,3,2,1.5
හැම තැනම ඉහිරිලා. පේන විදියට මේක කවුරුම හරි උවමනාවෙන් පැලැන් කරලා..,Looks like it is a well planned ploy,si,opus_ne_si_en_train.csv,11,8,1.375
මට එයාලත් එක්ක කිසිම ගණුදෙනුවක් නැහැ,I don't care about them.,si,opus_ne_si_en_train.csv,6,5,1.2
මම ගැන කිසි විශේශයක් නෑ නේ.,Nothin' special about me.,si,opus_ne_si_en_train.csv,6,4,1.5
ඇයව සොයාගන්න?,Finding her?,si,opus_ne_si_en_train.csv,2,2,1.0
"ඔවුන් දන්නවා ඇය සම්බන්ධ උනා කියලා ක්‍රිස්ටස් තියෝපිලිස්ව පාවිච්චි කරලා බසේරාව මරා දැම්ම බව, ඉතින්, ඔවුන් පියවර තබන්නේ සැහැල්ලුවටයි.","They know that she admitted to using Christos Theophilus to kill the Baceras, so, they're treading lightly.",si,opus_ne_si_en_train.csv,19,17,1.1176470588235294
ඔව් අපි එහෙමයි.,"Yes, we are the last.",si,opus_ne_si_en_train.csv,3,5,0.6
फाइल% 1 आयात गर्न सकेन (OPML वैध छैन),Could not read feed (invalid feed),ne,opus_ne_si_en_train.csv,8,6,1.3333333333333333
මොකක් කියලද හිතන්නෙ?,What do you think?,si,opus_ne_si_en_train.csv,3,4,0.75
කේට් මෙතනින් එලියට යන්න !,-Jack -Kate Jack. Kate.,si,opus_ne_si_en_train.csv,5,4,1.25
මෙතෙන්දි තමා ඔයාගේ අයව මරල දැම්මේ.,And this is where your people were slaughtered.,si,opus_ne_si_en_train.csv,6,8,0.75
නියත වශයෙන්ම.,Indeed it is.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"මම උත්සහා කරා, හෝලී.","Just know I tried, Holly.",si,opus_ne_si_en_train.csv,4,5,0.8
"- බලාගෙන. - ස්කුබි ඩූ, බලාගෙන!","- Scooby-Doo, look out!",si,opus_ne_si_en_train.csv,6,4,1.5
මම හිතන විදිහට ඔවුන් මාව සොයා ගනීවි.,I imagine they'll be finding me.,si,opus_ne_si_en_train.csv,7,6,1.1666666666666667
"ඊලගට ඇනුබිස් දෙවියන් ඔවුන්ගේ හදවත් සත්‍යවාදී නම් ,වරදට එරෙහිව ක්‍රියා කල අය නම්..","Then the God Anubis weighed their heart against maat, the goddess of truth.",si,opus_ne_si_en_train.csv,13,13,1.0
ෆෙලසිටි. අපේ ඉලක්කය දිහා බලාගෙන ඉන්න.,We need eyes back on our target.,si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
"- 60 bucks, මහත්මියනි.","- 60 bucks, ma`am.",si,opus_ne_si_en_train.csv,4,4,1.0
"""කැරැකැවෙන රෝදය"") (""Spinning Wheel"")","""Spinning Wheel"")",si,opus_ne_si_en_train.csv,4,2,2.0
- ඔවුන්ට අපව ඇසේවි.,- They're gonna hear us.,si,opus_ne_si_en_train.csv,4,5,0.8
ඔයා මෙයාගෙ වැඩකාරි.,You're his maid.,si,opus_ne_si_en_train.csv,3,3,1.0
ඔයා හරියට ලේනෙක් වගේ.,You look like a squirrel.,si,opus_ne_si_en_train.csv,4,5,0.8
එයාලා කන්න ගේනකම් බලාගෙන ඉන්නේ.,They're waiting to eat.,si,opus_ne_si_en_train.csv,5,4,1.25
මම දැනටම 5000ක් යවලා තියෙන්නේ,I've already sent 5000,si,opus_ne_si_en_train.csv,5,4,1.25
- අපිට ඒ අය කියන්න ඕනනේ පිටවෙන විදියක්‌.,-We need to find answers to get out.,si,opus_ne_si_en_train.csv,8,8,1.0
රාජකාරිවලදි ජජ්ස්ල මැරෙනව.,Judges die in pursuit of duty.,si,opus_ne_si_en_train.csv,3,6,0.5
මෙතැන් සිට.,(SQUAWKS) Right now. (LAUGHS),si,opus_ne_si_en_train.csv,2,4,0.5
"මම දන්නවා, මට තේරෙනවා.","I know, I understand.",si,opus_ne_si_en_train.csv,4,4,1.0
මම ගෙනාවා ඔබේ සපත්තු.,I brought you your shoes.,si,opus_ne_si_en_train.csv,4,5,0.8
"- ඉම්ලි,ඔයා ගාව බෝම්බයක් තියෙනවද?","-Imlay, got an HE grenade round?",si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
- එයා ඔයාට දෑහෙන් එහාට යන්න දෙන්නෙ නෑ.,- He won't let you out of his sight.,si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
එයාලට දැනුනා ෂෝවු කියන්නේ අත්‍යාවශ්‍ය දුෂ්ටයෙක් කියලා අන්තිමේදි අවාසනාවට... එයාලා තීරණය කරා එයා අනවශ්‍යයි කියලා.,They felt Shaw was a necessary evil until eventually... they decided he was unnecessary.,si,opus_ne_si_en_train.csv,15,14,1.0714285714285714
කුළුණු අරගත්තා.,Took the pillars.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
यहाँ दिनका सङ्ख्या चयन गर्नुहोस्,Select the number of days here,ne,opus_ne_si_en_train.csv,5,6,0.8333333333333334
सबै लुकाएको हटाउनुहोस्,Unhide All,ne,opus_ne_si_en_train.csv,3,2,1.5
ඒකත් එක්ක එයා කරන දේ මට අදාල නෑ.,What the guy did with it after that is his business.,si,opus_ne_si_en_train.csv,8,11,0.7272727272727273
ඒත් එහෙම කරලා මගෙන් ගැලවෙන්න බෑ.,But that's not going to get rid of me.,si,opus_ne_si_en_train.csv,6,9,0.6666666666666666
වෙන එකෙක් කාර් එකට නැගලා.,Someone else got into your car.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
මේක තමයි ලොකුවට හිතන්න වෙලාව.,It's time to think big.,si,opus_ne_si_en_train.csv,5,5,1.0
එයාට මාව ඕනේ!,He wants me!,si,opus_ne_si_en_train.csv,3,3,1.0
ඒක අහඹු අනතුරක්∙ මම හැදුවේ ලයනල් ලූතර්ව මුණගැහෙන්නයි∙,It was an accident. I was trying to see Lionel Luthor.,si,opus_ne_si_en_train.csv,8,11,0.7272727272727273
එකා රෝද පුටුවේ වාඩිවෙලා ඉන්න ඕනේ.,He should be sitting in a wheel chair!,si,opus_ne_si_en_train.csv,6,8,0.75
වීර් මේපාර වෙනස් ෆිල්ම් එකක් හදනවා.,This time veer was making a very different film,si,opus_ne_si_en_train.csv,6,9,0.6666666666666666
මොකක් ?,Excuse me?,si,opus_ne_si_en_train.csv,2,2,1.0
- फाइल उपसर्गका अनुसार -,- According to file suffix -,ne,opus_ne_si_en_test.csv,5,6,0.8333333333333334
ඉතින් මම කියන්නේ එක ඔයාලට ටික කාලයකට ඇති වේවි.,"So, I mean, there's enough here for you and the baby for a while.",si,opus_ne_si_en_train.csv,9,14,0.6428571428571429
උන් සිමෙන්ති හදනවා නෙවෙයි. උන් පුපුරණ ද්‍රව්‍ය හදනවා.,"They're not making cement, they're making explosive!",si,opus_ne_si_en_train.csv,8,7,1.1428571428571428
"ගහක රැදුණා, දෙකම නැහැ.","Past the hanging tree, double or nothing.",si,opus_ne_si_en_train.csv,4,7,0.5714285714285714
හේයි. හේයි. මෙහේ එන්න.,Have you seen my dad?,si,opus_ne_si_en_train.csv,4,5,0.8
ඔයා ඌව විනාශ කරන්න එල්ෆ්ස්ටෝන් භාවිතා කළා.,You used to Elfstones to destroy it.,si,opus_ne_si_en_train.csv,7,7,1.0
ඒක දිග ඍතුවක් වෙන්නයි යන්නේ.,It's gonna be a long summer.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
ඉක්මනට. ඒකට පුදුම හිතෙන් නැද්ද ?,"Come on, come on, come on. Come on. Isn't this exciting?",si,opus_ne_si_en_train.csv,6,11,0.5454545454545454
මොකක් හරි අවුලක්ද?,Is something wrong?,si,opus_ne_si_en_train.csv,3,3,1.0
ඒ හැමදේම කරලා තියෙන්නේ අර නොදන්නා නම්බර් එකකින් කතාකරන කෙනා .,It's all done by him who calls from an unknown number.,si,opus_ne_si_en_train.csv,11,11,1.0
विकृत गरिएको परियोजना,Malformed project,ne,opus_ne_si_en_train.csv,3,2,1.5
ජෝන් ළග අපේ සන්නිවේදකයක් තියෙනවා.,John's got one of our comms.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
% 1 का लागि पासवर्ड प्रविष्ट गर्नुहोस्:,Enter password for %1:,ne,opus_ne_si_en_train.csv,7,4,1.75
ඌරො නැතිවුන ගමන් අපිට කැම වලට මෙතනින් දෙයක් ගන්න පුළුවන්∙,"With the boar running out, we're gonna need as much food as we can get.",si,opus_ne_si_en_train.csv,10,15,0.6666666666666666
බොහෝ නිවැරදි කිරීම්,Many fixes,si,opus_ne_si_en_train.csv,3,2,1.5
සිහින තේරුම්ගැනීම හැරනේන වනෙ මොකක්ද වඩා උස්වු සැමරුම.,"""What is a greater celebration than realization of dreams.""",si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
"සහය විශේෂිත නියෝජිත ප්‍රධානී ජිමේනස්, ඒකාබද්ධ ත්‍රස්ත මර්දන කාර්ය සාධක බලකාය.","ASAC Jimenez, Joint Terrorism Task Force.",si,opus_ne_si_en_train.csv,11,6,1.8333333333333333
"එත්, මේවානම් මට හොඳටම විස්වාසයි ඒ කරුණු නෙමේ..","These, however, are not those circumstances.",si,opus_ne_si_en_train.csv,8,6,1.3333333333333333
පාත් වෙන්න,Get down!,si,opus_ne_si_en_train.csv,2,2,1.0
හරියටම 3 වෙනකොට එතනට එන්න.නැත්තම් අපි ගිහින් ඉඳී.,Get to extraction point Charlie by 0300 or we'll be gone. Over.,si,opus_ne_si_en_train.csv,8,12,0.6666666666666666
ඔයාට පුළුවන්.,Come on.,si,opus_ne_si_en_train.csv,2,2,1.0
අපි වගේ අත පෙවීම් ඉහළ නැහැ.,Not rotting like us.,si,opus_ne_si_en_train.csv,6,4,1.5
ඊට පස්සේ ඒක ක්‍රියාවිරහිත කලා.,It was deactivated right after that.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
"ඇත්තටම ඔයා මොනවද Mr, විඩ්මෝර් මැතිව් වනෙුවනේ කරන්නේ?","What exactly is it that you do for Mr. Widmore, Matthew?",si,opus_ne_si_en_train.csv,8,11,0.7272727272727273
- සත්තෙන්ම එහෙම තමා.,- Sure is.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
"ä (# 228;) सानो a, डायरेसिस","ä (#228;) Small a, diaeresis",ne,opus_ne_si_en_train.csv,6,5,1.2
"ඒකෙන හුඟක් දෙවල් හොඳ අතට හැරෙන්න පුළුවන්, ඔයා නීතිඥයෙකුගේ සහය ලබා ගන්න.","He has a lot of influence, Will. He can get you a lawyer.",si,opus_ne_si_en_train.csv,12,13,0.9230769230769232
එයාල හදන්නෙ ඒක ප්‍රමාද කරවන්න.,They're just trying to slow it down.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
ඔයා හිතනවද මම බරයි කියලා?,You think I'm heavy?,si,opus_ne_si_en_train.csv,5,4,1.25
फिनिश (fi),Finnish (fi),ne,opus_ne_si_en_train.csv,2,2,1.0
"ජැක්, මේ යකඩ ගොඩවල් මහ අවුල් ජාලයක්. සහ කාටහරි මේවා අයින් කරලා දාන්න වෙනවා.","Jacq, this clunker is a sticky mess and somebody's got to clean it up.",si,opus_ne_si_en_train.csv,14,14,1.0
"බලන්න, හැමෝටම බේරෙන්න,","Look, given how things have escalated,",si,opus_ne_si_en_train.csv,3,6,0.5
පැනලා යන්නෙක් ඉන්නවා!,We got a runner!,si,opus_ne_si_en_train.csv,3,4,0.75
"මේක උත්සාහ කරන්න, මේක බලන්න.",Check this out. This is ridiculous.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
पत्रमञ्जूषा ट्री देखाउनुहोस्,_Show Mailbox Tree,ne,opus_ne_si_en_train.csv,3,3,1.0
ඔයා පහයි නෙමෙයි.,And you're not five.,si,opus_ne_si_en_train.csv,3,4,0.75
